Movie Title,Year,Length (min),Av. Rating (0-5)
Rent-a-Kid,1995,107,1.9727
Restoration,1995,85,2.5769
Richard III,1995,91,2.0194
Rob Roy,1995,104,2.738
Roommates,1995,93,3.9616
Rough Magic,1995,83,3.7884
Runaway Brain,1995,85,4.1115
Sabrina,1995,111,2.0159
Safe,1995,102,2.6516
Screamers,1995,98,1.9406
Sense and Sensibility,1995,97,2.8328
Serving in Silence: The Margarethe Cammermeyer Story,1995,92,1.4357
"Seven, a.k.a. Se7en",1995,86,1.9624
"Shanghai Triad, Yao a yao yao dao waipo qiao",1995,93,2.2394
Showgirls,1995,83,2.3331
Smoke,1995,101,3.6126
Something to Talk About,1995,86,3.0054
Species,1995,109,2.8936
Strange Days,1995,97,1.7899
Stuart Saves His Family,1995,111,2.8282
Sudden Death,1995,102,2.7489
Swimming with Sharks,1995,86,1.6499
Tales from the Crypt Presents: Demon Knight,1995,97,2.1311
Tales from the Hood,1995,105,3.3088
Tall Tale,1995,96,2.6538
Tank Girl,1995,104,2.467
The American President,1995,88,2.5759
The City of Lost Children,1995,110,1.5238
The Spirit of Christmas,1995,93,1.6814
Theodore Rex,1995,100,4.2214
Things to Do in Denver When You're Dead,1995,111,2.2216
Three Wishes,1995,84,3.7783
To Die For,1995,112,2.9862
Tom and Huck,1995,87,1.6971
Tommy Boy,1995,85,1.4304
Total Eclipse,1995,110,4.0654
Toy Story,1995,106,1.4928
"Twelve Monkeys, a.k.a. 12 Monkeys",1995,95,4.0166
Two Much,1995,111,4.3283
Under Siege 2: Dark Territory,1995,110,1.4935
Underground,1995,88,1.8015
Underneath,1995,103,3.6934
Unstrung Heroes,1995,98,2.0715
Unzipped,1995,104,1.8779
Vampire in Brooklyn,1995,98,1.3713
Village of the Damned,1995,85,3.6559
Virtuosity,1995,90,1.6426
Waiting to Exhale,1995,87,3.0125
Wallace & Gromit: A Close Shave,1995,88,2.9426
Waterworld,1995,89,2.2973
Welcome to the Dollhouse,1995,87,4.2815
When Night Is Falling,1995,100,1.6301
While You Were Sleeping,1995,102,1.7626
White Man's Burden,1995,91,3.3405
Wild Bill,1995,97,2.7576
101 Dalmatians,1996,100,3.7703
2 Days in the Valley,1996,84,2.7128
Aladdin and the King of Thieves,1996,109,3.153
Alaska,1996,90,2.9136
Albino Alligator,1996,85,1.875
All Dogs Go to Heaven 2,1996,99,1.7091
American Buffalo,1996,108,3.3119
Amityville: Dollhouse,1996,92,3.076
Barb Wire,1996,113,3.538
Basquiat,1996,93,4.0279
Bastard Out of Carolina,1996,105,2.0492
Beautiful Girls,1996,96,1.993
Beautiful Thing,1996,98,3.6244
Beavis and Butt-Head Do America,1996,110,3.5596
Bed of Roses,1996,93,2.9258
Before and After,1996,94,3.672
Bernie,1996,110,3.7956
Big Bully,1996,88,2.2471
Big Night,1996,112,2.8389
Bio-Dome,1996,88,4.0399
Black Sheep,1996,83,4.1859
Bloodsport III,1996,93,1.6038
Bogus,1996,103,4.1498
Bottle Rocket,1996,104,2.2414
Bound,1996,92,2.39
Boys,1996,110,3.9394
Brassed Off,1996,110,3.1555
Breaking the Waves,1996,89,2.0721
Broken Arrow,1996,87,3.5788
Broken English,1996,103,3.2045
Bulletproof,1996,85,3.2241
Carnosaur 3: Primal Species,1996,103,2.4937
Carpool,1996,109,2.5698
Catwalk,1996,84,1.6341
Celtic Pride,1996,95,2.617
Chain Reaction,1996,101,1.8706
Children of the Corn IV: The Gathering,1996,113,2.3878
Children of the Revolution,1996,90,4.1397
Citizen Ruth,1996,93,1.9171
City Hall,1996,100,2.0065
Courage Under Fire,1996,108,3.7026
Crash,1996,106,1.9498
D3: The Mighty Ducks,1996,100,3.1852
Daylight,1996,113,2.8435
Dear God,1996,102,1.9306
Diabolique,1996,100,1.9539
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,99,2.2146
Down Periscope,1996,90,3.6216
Dragonheart,1996,109,3.9575
Dream for an Insomniac,1996,91,2.5629
Dunston Checks In,1996,93,3.5652
Ed,1996,105,2.482
Eddie,1996,98,1.8903
Emma,1996,92,4.047
Emma,1996,86,2.8396
Entertaining Angels: The Dorothy Day Story,1996,102,2.7591
Eraser,1996,112,3.1089
Escape from L.A.,1996,93,2.6499
Everyone Says I Love You,1996,84,3.3173
Evita,1996,112,3.5115
Executive Decision,1996,108,3.2419
Extreme Measures,1996,100,4.3533
Eye for an Eye,1996,110,3.6029
Fargo,1996,102,3.1533
Fear,1996,99,3.0001
Feeling Minnesota,1996,90,4.082
Female Perversions,1996,88,2.9424
First Kid,1996,95,2.4022
Fled,1996,90,2.1786
Flipper,1996,89,1.8769
Flirting With Disaster,1996,112,2.2455
Fly Away Home,1996,89,1.8826
Forgotten Silver,1996,103,2.2675
Foxfire,1996,101,2.8689
Freeway,1996,110,3.5052
From Dusk Till Dawn,1996,110,4.3103
Generation X,1996,102,2.9842
George Carlin: Back in Town,1996,94,3.1833
Get on the Bus,1996,103,1.7275
Ghosts of Mississippi,1996,112,3.8456
Girl 6,1996,112,3.1454
Gotti,1996,85,2.7774
Grace of My Heart,1996,111,2.6295
Gray's Anatomy,1996,103,1.7535
Gulliver's Travels,1996,99,3.6635
Hamlet,1996,98,2.7126
Hands on a Hard Body,1996,102,4.3284
Happy Gilmore,1996,102,3.9234
Hard Core Logo,1996,90,2.2172
Harriet the Spy,1996,104,2.3833
Head Above Water,1996,98,4.1323
Hearts and Minds,1996,87,1.878
Heaven's Prisoners,1996,110,1.6663
Hellraiser: Bloodline,1996,84,3.9069
High School High,1996,96,2.163
Homeward Bound II: Lost in San Francisco,1996,95,2.3515
House Arrest,1996,110,2.3635
Hustler White,1996,103,2.461
Hype!,1996,100,3.55
I Shot Andy Warhol,1996,92,3.6052
If Lucy Fell,1996,101,2.5516
If These Walls Could Talk,1996,100,2.188
In Love and War,1996,91,1.9212
Infinity,1996,99,2.19
It's My Party,1996,99,2.4966
Jack,1996,87,3.1874
James and the Giant Peach,1996,105,2.6566
Jane Eyre,1996,104,2.6326
Jerry Maguire,1996,110,3.5548
Jingle All the Way,1996,105,1.7601
Joe's Apartment,1996,88,3.279
Jude,1996,90,3.1962
Kama Sutra: A Tale of Love,1996,103,2.0084
Kansas City,1996,88,1.5686
Kazaam,1996,87,1.9046
Kids in the Hall: Brain Candy,1996,104,4.291
Kingpin,1996,102,3.8639
Kissed,1996,86,2.1206
La Belle Verte,1996,85,2.6864
Larger Than Life,1996,97,1.382
Last Dance,1996,103,2.5128
Last Man Standing,1996,108,2.6248
Lawnmower Man 2: Beyond Cyberspace,1996,88,2.473
Lone Star,1996,99,1.7163
Looking for Richard,1996,107,3.4837
Love and Other Catastrophes,1996,106,1.4835
Love Serenade,1996,92,3.7988
Mars Attacks!,1996,101,4.1593
Marvin's Room,1996,95,3.2874
Mary Reilly,1996,108,2.673
Matilda,1996,111,3.5639
Maximum Risk,1996,85,3.0547
Michael,1996,110,1.6185
Michael Collins,1996,100,2.3562
Mission: Impossible,1996,102,3.5127
Moll Flanders,1996,99,3.795
Mother,1996,93,3.0979
Mother Night,1996,108,2.2144
Mr. Wrong,1996,104,3.403
Mrs. Winterbourne,1996,84,2.2154
Mulholland Falls,1996,105,2.2666
Multiplicity,1996,92,2.8203
Muppet Treasure Island,1996,91,2.5256
My Fellow Americans,1996,101,1.9691
Mystery Science Theater 3000: The Movie,1996,88,1.5114
Normal Life,1996,97,3.3084
Oblivion 2: Backlash,1996,101,3.0359
Omega Doom,1996,92,2.892
One Fine Day,1996,90,3.754
Palookaville,1996,103,4.04
Paradise Lost: The Child Murders at Robin Hood Hills,1996,106,1.7224
Phenomenon,1996,105,2.6103
Pie in the Sky,1996,90,4.3259
Poison Ivy II,1996,112,4.2778
Ponette,1996,112,3.7133
Primal Fear,1996,106,3.7483
Pusher,1996,108,3.8119
Ransom,1996,105,2.5444
Ridicule,1996,112,2.8131
Schizopolis,1996,84,4.2258
Scream,1996,101,2.3173
Secrets & Lies,1996,113,1.7236
Set It Off,1996,103,3.8665
Sgt. Bilko,1996,105,1.5718
She's the One,1996,93,4.2943
Shine,1996,107,1.5393
Sleepers,1996,98,4.0379
Sling Blade,1996,110,1.6111
Solo,1996,95,4.3179
Some Mother's Son,1996,103,3.3674
Space Jam,1996,85,2.2997
Space Truckers,1996,108,3.9808
Spy Hard,1996,93,3.1548
Star Trek: First Contact,1996,89,4.3037
Stealing Beauty,1996,111,3.3371
Striptease,1996,88,3.5017
Sunset Park,1996,101,2.2635
Swingers,1996,96,4.1019
T2 3-D: Battle Across Time,1996,91,3.8176
Tales from the Crypt Presents: Bordello of Blood,1996,113,3.0198
Tenchi Muyô! In Love,1996,104,1.4919
That Thing You Do!,1996,112,2.178
The Natural Love,1996,85,3.343
Thinner,1996,91,3.589
Tin Cup,1996,90,4.1364
To Gillian on Her 37th Birthday,1996,92,4.1407
Tornado!,1996,95,2.1626
Trainspotting,1996,112,3.2969
Trees Lounge,1996,93,3.2555
Tremors II: Aftershocks,1996,111,2.2754
True Crime,1996,86,2.6548
Twelfth Night,1996,94,1.5043
Twister,1996,110,3.0486
Two if by Sea,1996,88,3.2302
Underworld,1996,108,4.0889
Unforgettable,1996,103,2.5398
Up Close and Personal,1996,90,3.471
Waiting for Guffman,1996,104,2.0286
Walking and Talking,1996,88,2.6843
Wallace & Gromit: The Best of Aardman Animation,1996,104,3.9551
When We Were Kings,1996,90,1.617
White Squall,1996,112,3.9582
William Shakespeare's Romeo + Juliet,1996,111,3.1665
12 Angry Men,1997,92,1.5846
4 Little Girls,1997,95,2.4016
8 Heads in a Duffel Bag,1997,98,3.5401
Absolute Power,1997,88,2.3928
Addicted to Love,1997,89,1.6796
Affliction,1997,85,3.4257
Afterglow,1997,87,3.6868
Air Bud,1997,113,3.9819
Air Force One,1997,103,2.0893
Alaska: Spirit of the Wild,1997,111,3.2141
Alien: Resurrection,1997,98,4.0581
Amistad,1997,100,2.0546
Anaconda,1997,93,2.9725
Anastasia,1997,101,2.7641
Anna Karenina,1997,84,2.3367
Artemisia,1997,99,4.3174
As Good as It Gets,1997,103,2.0072
Austin Powers: International Man of Mystery,1997,86,3.7728
B*A*P*S,1997,90,2.5988
Batman & Robin,1997,103,1.4111
Bean,1997,104,4.3433
Beauty and the Beast: The Enchanted Christmas,1997,109,1.8639
Bent,1997,100,3.1286
Best Men,1997,113,3.7075
Beverly Hills Ninja,1997,85,2.6466
Blackrock,1997,106,4.1922
Bliss,1997,85,1.507
Bloodmoon,1997,110,4.2519
Boogie Nights,1997,86,3.0423
Booty Call,1997,99,3.1692
Breakdown,1997,92,4.0272
Buddy,1997,91,3.7827
Campfire Tales,1997,87,3.9553
Career Girls,1997,110,3.8877
Cats Don't Dance,1997,107,2.5765
Chasing Amy,1997,85,4.3536
Chinese Box,1997,86,2.2377
Cinderella,1997,103,2.9717
Clockwatchers,1997,99,3.9061
Con Air,1997,110,1.6539
Conspiracy Theory,1997,101,4.0394
Contact,1997,107,2.0979
Cop Land,1997,111,1.5759
Critical Care,1997,98,3.333
Cube,1997,92,3.9814
Cure,1997,105,2.39
Déjà Vu,1997,94,2.6287
Dangerous Ground,1997,99,1.6957
Dante's Peak,1997,107,3.7568
Deceiver,1997,110,3.97
Deconstructing Harry,1997,103,2.8941
Dil To Pagal Hai,1997,95,2.6196
Dobermann,1997,96,2.6106
Donnie Brasco,1997,107,1.7465
Double Team,1997,109,2.8019
Eddie Izzard: Glorious,1997,110,1.5873
Event Horizon,1997,111,1.5012
Eve's Bayou,1997,109,3.631
Excess Baggage,1997,102,2.2689
Face/Off,1997,105,3.0424
FairyTale: A True Story,1997,103,1.6536
Fall,1997,111,4.0704
Fathers' Day,1997,97,3.0594
Fever Pitch,1997,102,2.4326
Fierce Creatures,1997,99,3.8551
Fire Down Below,1997,109,2.1741
Flubber,1997,90,1.9199
Fools Rush In,1997,106,3.8878
For Richer or Poorer,1997,87,3.6533
Funny Games,1997,108,3.2947
G.I. Jane,1997,104,1.486
Gang Related,1997,93,3.9616
Gattaca,1997,103,4.198
George of the Jungle,1997,98,4.0066
Geri's Game,1997,103,2.0267
Gone Fishin',1997,109,1.5566
Good Burger,1997,111,2.2979
Good Will Hunting,1997,86,1.4585
Gridlock'd,1997,97,3.7538
Grosse Pointe Blank,1997,89,2.2983
Gummo,1997,111,2.0793
Henry Fool,1997,107,2.2519
Hercules,1997,104,2.9689
Home Alone 3,1997,88,2.9249
Hoodlum,1997,113,1.7613
Hurricane Streets,1997,96,1.8598
I Know What You Did Last Summer,1997,99,2.6649
I Went Down,1997,89,1.5143
In & Out,1997,112,4.2538
In the Company of Men,1997,100,3.3664
Incognito,1997,89,2.0958
Insomnia,1997,95,1.7067
Inventing the Abbotts,1997,86,2.0001
Jackie Brown,1997,85,1.9816
Kiss the Girls,1997,105,3.0736
Knockin' on Heaven's Door,1997,105,2.8432
Kull the Conqueror,1997,94,3.7396
Kundun,1997,85,2.6627
L.A. Confidential,1997,89,3.2783
La vérité si je mens !,1997,88,1.8485
Leave It to Beaver,1997,99,1.8472
Leprechaun 4: In Space,1997,108,2.6657
Liar Liar,1997,99,3.746
Little Dieter Needs to Fly,1997,113,2.8742
Lolita,1997,93,4.3143
Lost Highway,1997,106,3.2114
Love and Death on Long Island,1997,94,3.7323
Love Jones,1997,107,1.7872
Mad City,1997,85,3.0587
Masterminds,1997,87,2.1777
McHale's Navy,1997,112,2.9872
Meet Wally Sparks,1997,86,3.3944
Metro,1997,110,3.5394
Metroland,1997,112,3.8075
Midnight in the Garden of Good and Evil,1997,91,2.7146
Mimic,1997,104,3.7354
Money Talks,1997,106,4.2448
Mortal Kombat: Annihilation,1997,103,1.5234
Mouse Hunt,1997,110,1.8917
Mr. Jealousy,1997,101,4.2826
Mr. Magoo,1997,86,1.5179
Mrs. Dalloway,1997,95,3.3943
Murder at 1600,1997,100,4.0971
My Best Friend's Wedding,1997,112,3.7458
My Son the Fanatic,1997,96,3.5089
Night Flier,1997,94,2.5946
Nightwatch,1997,109,3.83
Nirvana,1997,90,3.8709
Nothing to Lose,1997,92,3.4775
Nowhere,1997,95,3.8785
Orgazmo,1997,106,3.1044
Out to Sea,1997,104,2.4689
Paradise Road,1997,100,3.4126
Perfect Blue,1997,104,3.2627
Picture Perfect,1997,99,1.6478
Playing God,1997,97,3.0796
Poison Ivy: New Seduction,1997,104,2.1834
Prefontaine,1997,97,1.6288
Private Parts,1997,88,2.7717
Red Corner,1997,99,3.1389
Retroactive,1997,113,4.0941
Romy and Michele's High School Reunion,1997,98,2.202
Rosewood,1997,93,2.8765
Scream 2,1997,102,3.2241
Selena,1997,88,4.3238
Seven Years in Tibet,1997,88,1.5217
Shadow Conspiracy,1997,97,4.0148
She's So Lovely,1997,113,2.9074
Shiloh,1997,99,2.3166
Shooting Fish,1997,98,4.2412
Smilla's Sense of Snow,1997,96,1.5071
Soul Food,1997,110,2.8907
Spawn,1997,108,3.8403
Speed 2: Cruise Control,1997,86,2.0593
Spice World,1997,106,3.4219
Star Maps,1997,110,2.6589
Starship Troopers,1997,112,4.0228
Steel,1997,95,2.6013
Stranger in the House,1997,95,2.6073
SubUrbia,1997,94,2.4186
SUBWAYStories: Tales from the Underground,1997,87,3.5621
Suicide Kings,1997,112,3.1635
Swept from the Sea,1997,96,3.9588
Switchback,1997,87,3.5085
That Darn Cat,1997,89,1.8105
The Devil's Advocate,1997,111,2.1072
The Love Bug,1997,88,3.2694
The Odyssey,1997,102,2.9468
The Shining,1997,100,3.6235
The Thief,1997,102,2.3663
'Til There Was You,1997,107,2.4015
Titanic,1997,108,3.5795
Tomorrow Never Dies,1997,88,2.5782
Touch,1997,93,1.9674
Trekkies,1997,96,1.5348
Trial and Error,1997,108,3.7778
Turbo: A Power Rangers Movie,1997,109,2.2104
Turbulence,1997,98,4.258
Two Girls and a Guy,1997,113,3.3156
U Turn,1997,102,4.3315
Ulee's Gold,1997,91,3.8
Volcano,1997,98,2.1459
Waco: The Rules of Engagement,1997,91,2.37
Wag the Dog,1997,103,3.6361
Washington Square,1997,109,3.068
Welcome to Sarajevo,1997,88,1.7378
Welcome to Woop-Woop,1997,109,4.2382
Wild America,1997,90,1.6378
Wishmaster,1997,106,2.3529
Year of the Horse,1997,102,2.0414
Zeus and Roxanne,1997,88,1.9501
Zone 39,1997,113,2.4012
20 Dates,1998,103,2.2722
3 Ninjas: High Noon On Mega Mountain,1998,89,1.5887
42 Up,1998,112,4.0421
Addams Family Reunion,1998,109,3.3701
Air Bud: Golden Receiver,1998,106,2.9425
Almost Heroes,1998,104,3.6823
American History X,1998,88,2.5016
Antz,1998,87,3.9139
Apt Pupil,1998,103,2.0831
Armageddon,1998,106,1.4458
B. Monkey,1998,100,2.5423
Babe: Pig in the City,1998,86,3.3584
Babylon 5: In the Beginning,1998,113,2.7579
Babylon 5: The River of Souls,1998,104,2.7038
Babylon 5: Thirdspace,1998,92,2.508
Barney's Great Adventure,1998,108,3.1963
BASEketball,1998,101,1.6035
Bedrooms & Hallways,1998,109,2.7643
Belly,1998,101,2.9456
Beloved,1998,91,3.6478
Blade,1998,91,3.4022
Blues Brothers 2000,1998,87,3.0265
Brave New World,1998,112,4.0074
Bulworth,1998,91,1.5863
Bunny,1998,90,2.9984
Can't Hardly Wait,1998,91,2.3327
Casper Meets Wendy,1998,98,1.8915
Cats,1998,98,2.7409
Celebrity,1998,106,1.4208
Chairman of the Board,1998,96,3.4427
City of Angels,1998,105,1.875
Clay Pigeons,1998,108,1.8205
Croupier,1998,88,2.5974
Dancemaker,1998,98,2.254
Dangerous Beauty,1998,89,3.3582
Dark City,1998,93,3.5724
Dead Man on Campus,1998,88,1.9587
Deep Impact,1998,97,3.7025
Deep Rising,1998,106,3.5718
Desperate Measures,1998,94,3.5252
Dirty Work,1998,97,2.435
Disturbing Behavior,1998,101,1.8183
Dog Park,1998,106,2.8362
Dr. Dolittle,1998,98,3.438
Elizabeth,1998,105,3.9396
Enemy of the State,1998,113,4.1168
Ever After: A Cinderella Story,1998,92,2.8658
Everest,1998,103,1.5046
Fallen,1998,88,1.7406
Fear and Loathing in Las Vegas,1998,100,1.7796
Following,1998,95,1.4395
Free Enterprise,1998,114,2.04
From the Earth to the Moon,1998,113,4.1785
Get Real,1998,97,2.8731
Gia,1998,94,3.1322
Gods and Monsters,1998,99,3.6906
Godzilla,1998,114,3.8242
Great Expectations,1998,110,2.7301
Half Baked,1998,87,4.2473
Halloweentown,1998,89,3.0245
Happiness,1998,112,3.2262
Hard Rain,1998,102,4.1399
He Got Game,1998,91,2.5863
Head On,1998,92,2.6361
Hideous Kinky,1998,110,3.5712
High Art,1998,111,3.2815
Hilary and Jackie,1998,90,2.214
Holy Man,1998,97,2.84
Home Fries,1998,114,3.8248
Homegrown,1998,114,2.9766
Hope Floats,1998,96,2.9911
How Stella Got Her Groove Back,1998,102,2.6563
Hurlyburly,1998,99,4.2049
Hush,1998,96,1.6757
I Still Know What You Did Last Summer,1998,84,3.7632
I'll Be Home For Christmas,1998,108,3.3738
Jack Frost,1998,88,1.9378
Jane Austen's Mafia!,1998,107,2.6121
Knock Off,1998,87,2.56
Krippendorf's Tribe,1998,104,3.9627
Kurt & Courtney,1998,106,1.9279
Last Night,1998,107,3.3845
Legionnaire,1998,110,3.884
Lethal Weapon 4,1998,93,2.1678
Little Voice,1998,93,2.7644
Living Out Loud,1998,108,2.4378
Lost in Space,1998,94,4.0536
Love Is the Devil,1998,102,4.3357
Madeline,1998,108,2.2672
Major League: Back to the Minors,1998,99,3.138
Meet Joe Black,1998,113,3.4502
Mercury Rising,1998,97,3.2154
Merlin,1998,108,2.2798
Mezzo Forte,1998,96,1.8811
Mighty Joe Young,1998,96,2.0979
Monument Ave.,1998,89,3.8049
More,1998,104,3.1419
Mulan,1998,111,3.0551
Music From Another Room,1998,103,2.4542
My Giant,1998,95,1.6304
My Name Is Joe,1998,97,3.7956
New Rose Hotel,1998,85,3.9355
Next Stop Wonderland,1998,91,1.5151
Nick Fury: Agent of S.H.I.E.L.D.,1998,105,3.8639
One Tough Cop,1998,111,4.3358
One True Thing,1998,88,2.6023
Out of Sight,1998,102,3.2732
Overnight Delivery,1998,88,3.6111
Palmetto,1998,99,2.1863
Patch Adams,1998,98,2.5377
Paulie,1998,87,3.5547
Pecker,1998,111,1.6827
Permanent Midnight,1998,109,4.4059
Phantasm IV: Oblivion,1998,112,3.9355
Phantoms,1998,102,3.5067
Pi,1998,112,1.5209
Playing by Heart,1998,103,2.1069
Pleasantville,1998,102,3.1494
Pocahontas II: Journey to a New World,1998,98,4.2434
Pokémon: The First Movie,1998,98,3.0347
Polish Wedding,1998,87,1.4667
Practical Magic,1998,94,2.1547
Primary Colors,1998,109,3.7849
Psycho,1998,99,3.6888
Quest for Camelot,1998,85,3.1103
Regret to Inform,1998,95,4.2569
Return to Paradise,1998,112,1.9807
Return with Honor,1998,100,1.8711
Ronin,1998,101,2.5565
Rounders,1998,92,2.9951
Rush Hour,1998,89,2.2664
Rushmore,1998,110,3.0562
Saving Private Ryan,1998,84,3.8854
Savior,1998,100,4.3461
Senseless,1998,112,3.4481
Shakespeare in Love,1998,91,1.4891
Simon Birch,1998,100,1.9827
Six Days Seven Nights,1998,102,1.7657
Six-String Samurai,1998,87,1.8908
SLC Punk!,1998,105,2.1964
Sliding Doors,1998,105,4.2885
Small Soldiers,1998,87,1.6692
Smoke Signals,1998,113,1.5362
Snake Eyes,1998,114,1.8492
Soldier,1998,101,3.7383
Species II,1998,105,3.7375
Sphere,1998,105,3.2613
Star Trek: Insurrection,1998,103,1.7967
Stepmom,1998,97,2.0385
Still Crazy,1998,108,2.7068
Strangeland,1998,92,4.1358
Tango,1998,103,2.7196
Tarzan and the Lost City,1998,87,1.9335
Taxi,1998,88,3.7476
The Players Club,1998,110,4.3961
The Quiet Family,1998,90,2.3921
There's Something About Mary,1998,110,3.5677
This Is My Father,1998,95,1.7351
Thursday,1998,85,4.126
T-Rex: Back to the Cretaceous,1998,84,2.7335
Twilight,1998,107,2.2831
U.S. Marshals,1998,98,3.65
Urban Legend,1998,98,1.7511
Vampires,1998,102,4.0058
Velvet Goldmine,1998,111,1.971
Very Bad Things,1998,108,3.1386
Webmaster,1998,101,1.7087
What Dreams May Come,1998,108,2.0298
Whatever,1998,91,1.4471
Where's Marlowe?,1998,104,1.4667
Why Do Fools Fall In Love?,1998,101,3.6236
Wide Awake,1998,107,4.0859
Wild Things,1998,111,2.0753
Wrongfully Accused,1998,94,2.2173
Your Friends and Neighbors,1998,88,2.4315
You've Got Mail,1998,88,3.3058
Zero Effect,1998,85,1.5002
10 Things I Hate About You,1999,100,2.6167
200 Cigarettes,1999,103,1.9221
8MM,1999,100,3.2731
American Beauty,1999,107,1.9218
American Movie,1999,90,3.5054
American Pie,1999,86,2.181
Analyze This,1999,93,2.8528
Angela's Ashes,1999,88,3.0614
Anna and the King,1999,114,1.7527
Any Given Sunday,1999,95,2.0579
Anywhere But Here,1999,112,1.5892
Arlington Road,1999,112,2.9837
At First Sight,1999,100,3.1156
Austin Powers: The Spy Who Shagged Me,1999,88,2.2738
Baby Geniuses,1999,106,3.5545
Babylon 5: A Call to Arms,1999,94,3.7535
Bats,1999,90,1.6757
Beautiful People,1999,109,3.0011
Being John Malkovich,1999,103,3.2144
Beowulf,1999,90,2.2513
Better Living Through Circuitry,1999,98,2.6893
Better Than Chocolate,1999,95,3.4685
Beyond the Mat,1999,102,2.7124
Bicentennial Man,1999,90,4.0912
Big Daddy,1999,100,3.3506
Blackadder Back & Forth,1999,102,2.5406
Blast from the Past,1999,106,2.3751
Bleeder,1999,112,2.9299
Bloodsport: The Dark Kumite,1999,107,2.334
Blue Streak,1999,106,1.4926
Body Shots,1999,100,1.4686
Bowfinger,1999,91,2.7754
Boys Don't Cry,1999,105,2.8361
Bringing Out the Dead,1999,95,2.0587
Brokedown Palace,1999,94,2.6731
Buddy Boy,1999,110,2.1937
Buena Vista Social Club,1999,93,3.8638
But I'm a Cheerleader,1999,114,2.6369
Candyman 3: Day of the Dead,1999,104,3.2107
Chill Factor,1999,110,2.4018
Chris Rock: Bigger & Blacker,1999,90,4.0288
Cookie's Fortune,1999,103,2.4096
Cradle Will Rock,1999,104,2.0021
Crazy in Alabama,1999,100,2.2203
Cruel Intentions,1999,108,2.9617
Dead or Alive: Hanzaisha,1999,105,3.5867
Deep Blue Sea,1999,103,1.59
Detroit Rock City,1999,89,2.169
Deuce Bigalow: Male Gigolo,1999,110,2.9966
Dick,1999,98,1.9883
Dogma,1999,109,3.4277
Double Jeopardy,1999,90,3.3158
Doug's 1st Movie,1999,114,2.5814
Drive Me Crazy,1999,95,1.8233
Drop Dead Gorgeous,1999,113,1.7399
Dudley Do-Right,1999,90,2.3441
East is East,1999,93,1.7338
Eddie Izzard: Dress to Kill,1999,102,1.5019
EDtv,1999,89,3.8093
Election,1999,95,2.4509
End of Days,1999,98,3.4778
Entrapment,1999,112,4.3501
eXistenZ,1999,105,3.8003
